2021-06-10::12-54-47
*************** epoch:1 ***************
loss: 9.37852	cur:[0]\[10618]
loss: 1.05384	cur:[7000]\[10618]
loss: 1.06240	cur:[8000]\[10618]
loss: 1.03846	cur:[9000]\[10618]
loss: 1.01355	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.42600	cur:[250]\[1320]
loss: 1.40470	cur:[500]\[1320]
loss: 1.47631	cur:[750]\[1320]
loss: 1.47372	cur:[1000]\[1320]
loss: 1.47001	cur:[1250]\[1320]
epoch:75	bleu:0.01844
*************** epoch:76 ***************
loss: 1.06336	cur:[1000]\[10618]
loss: 1.04860	cur:[2000]\[10618]
loss: 1.05794	cur:[3000]\[10618]
loss: 1.06332	cur:[4000]\[10618]
loss: 1.04099	cur:[5000]\[10618]
loss: 1.04129	cur:[6000]\[10618]
loss: 1.05488	cur:[7000]\[10618]
loss: 1.03612	cur:[8000]\[10618]
loss: 1.04580	cur:[9000]\[10618]
loss: 1.04787	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.42724	cur:[250]\[1320]
loss: 1.46490	cur:[500]\[1320]
loss: 1.45558	cur:[750]\[1320]
loss: 1.47155	cur:[1000]\[1320]
loss: 1.46090	cur:[1250]\[1320]
epoch:76	bleu:0.02778
*************** epoch:77 ***************
loss: 1.02368	cur:[1000]\[10618]
loss: 1.03601	cur:[2000]\[10618]
loss: 1.05539	cur:[3000]\[10618]
loss: 1.05283	cur:[4000]\[10618]
loss: 1.06175	cur:[5000]\[10618]
loss: 1.04563	cur:[6000]\[10618]
loss: 1.05048	cur:[7000]\[10618]
loss: 1.06372	cur:[8000]\[10618]
loss: 1.05420	cur:[9000]\[10618]
loss: 1.05438	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.45092	cur:[250]\[1320]
loss: 1.50445	cur:[500]\[1320]
loss: 1.49297	cur:[750]\[1320]
loss: 1.48301	cur:[1000]\[1320]
loss: 1.45434	cur:[1250]\[1320]
save model at ./check_point5/best.pth
epoch:77	bleu:0.12261
*************** epoch:78 ***************
loss: 1.02423	cur:[1000]\[10618]
loss: 1.04592	cur:[2000]\[10618]
loss: 1.05639	cur:[3000]\[10618]
loss: 1.05503	cur:[4000]\[10618]
loss: 1.03125	cur:[5000]\[10618]
loss: 1.05116	cur:[6000]\[10618]
loss: 1.05487	cur:[7000]\[10618]
loss: 1.05791	cur:[8000]\[10618]
loss: 1.05502	cur:[9000]\[10618]
loss: 1.05225	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.45232	cur:[250]\[1320]
loss: 1.40681	cur:[500]\[1320]
loss: 1.46788	cur:[750]\[1320]
loss: 1.48237	cur:[1000]\[1320]
loss: 1.42815	cur:[1250]\[1320]
epoch:78	bleu:0.07705
*************** epoch:79 ***************
loss: 1.07113	cur:[1000]\[10618]
loss: 1.05549	cur:[2000]\[10618]
loss: 1.02948	cur:[3000]\[10618]
loss: 1.04858	cur:[4000]\[10618]
loss: 1.04414	cur:[5000]\[10618]
loss: 1.04433	cur:[6000]\[10618]
loss: 1.03798	cur:[7000]\[10618]
loss: 1.05553	cur:[8000]\[10618]
loss: 1.05323	cur:[9000]\[10618]
loss: 1.02981	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.46884	cur:[250]\[1320]
loss: 1.39233	cur:[500]\[1320]
loss: 1.48186	cur:[750]\[1320]
loss: 1.46094	cur:[1000]\[1320]
loss: 1.47422	cur:[1250]\[1320]
epoch:79	bleu:0.02471
*************** epoch:80 ***************
loss: 1.05587	cur:[1000]\[10618]
loss: 1.04315	cur:[2000]\[10618]
loss: 1.06016	cur:[3000]\[10618]
loss: 1.04354	cur:[4000]\[10618]
loss: 1.02981	cur:[5000]\[10618]
loss: 1.04211	cur:[6000]\[10618]
loss: 1.06173	cur:[7000]\[10618]
loss: 1.06568	cur:[8000]\[10618]
loss: 1.05829	cur:[9000]\[10618]
loss: 1.03916	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.48793	cur:[250]\[1320]
loss: 1.46919	cur:[500]\[1320]
loss: 1.46419	cur:[750]\[1320]
loss: 1.50705	cur:[1000]\[1320]
loss: 1.43452	cur:[1250]\[1320]
save model at ./check_point5/epoch80.pth
epoch:80	bleu:0.01729
*************** epoch:81 ***************
loss: 1.04002	cur:[1000]\[10618]
loss: 1.05433	cur:[2000]\[10618]
loss: 1.04756	cur:[3000]\[10618]
loss: 1.04211	cur:[4000]\[10618]
loss: 1.03752	cur:[5000]\[10618]
loss: 1.05041	cur:[6000]\[10618]
loss: 1.02620	cur:[7000]\[10618]
loss: 1.03434	cur:[8000]\[10618]
loss: 1.05219	cur:[9000]\[10618]
loss: 1.05585	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.45461	cur:[250]\[1320]
loss: 1.44205	cur:[500]\[1320]
loss: 1.47771	cur:[750]\[1320]
loss: 1.48415	cur:[1000]\[1320]
loss: 1.43877	cur:[1250]\[1320]
epoch:81	bleu:0.02174
Epoch    81: reducing learning rate of group 0 to 1.0000e-07.
Epoch    81: reducing learning rate of group 0 to 1.0000e-07.
*************** epoch:82 ***************
loss: 1.04035	cur:[1000]\[10618]
loss: 1.07252	cur:[2000]\[10618]
loss: 1.05183	cur:[3000]\[10618]
loss: 1.04676	cur:[4000]\[10618]
loss: 1.04154	cur:[5000]\[10618]
loss: 1.04968	cur:[6000]\[10618]
loss: 1.05836	cur:[7000]\[10618]
loss: 1.05884	cur:[8000]\[10618]
loss: 1.06007	cur:[9000]\[10618]
loss: 1.05095	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.47197	cur:[250]\[1320]
loss: 1.44060	cur:[500]\[1320]
loss: 1.45830	cur:[750]\[1320]
loss: 1.45165	cur:[1000]\[1320]
loss: 1.46906	cur:[1250]\[1320]
epoch:82	bleu:0.00000
*************** epoch:83 ***************
loss: 1.06020	cur:[1000]\[10618]
loss: 1.06106	cur:[2000]\[10618]
loss: 1.05374	cur:[3000]\[10618]
loss: 1.05676	cur:[4000]\[10618]
loss: 1.05017	cur:[5000]\[10618]
loss: 1.04507	cur:[6000]\[10618]
loss: 1.06184	cur:[7000]\[10618]
loss: 1.05271	cur:[8000]\[10618]
loss: 1.04383	cur:[9000]\[10618]
loss: 1.04001	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.44029	cur:[250]\[1320]
loss: 1.47886	cur:[500]\[1320]
loss: 1.38513	cur:[750]\[1320]
loss: 1.45584	cur:[1000]\[1320]
loss: 1.50407	cur:[1250]\[1320]
epoch:83	bleu:0.00000
*************** epoch:84 ***************
loss: 1.05212	cur:[1000]\[10618]
loss: 1.03652	cur:[2000]\[10618]
loss: 1.03373	cur:[3000]\[10618]
loss: 1.03793	cur:[4000]\[10618]
loss: 1.04739	cur:[5000]\[10618]
loss: 1.03899	cur:[6000]\[10618]
loss: 1.05383	cur:[7000]\[10618]
loss: 1.04684	cur:[8000]\[10618]
loss: 1.06341	cur:[9000]\[10618]
loss: 1.04292	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.49783	cur:[250]\[1320]
loss: 1.48719	cur:[500]\[1320]
loss: 1.52097	cur:[750]\[1320]
loss: 1.44812	cur:[1000]\[1320]
loss: 1.45757	cur:[1250]\[1320]
epoch:84	bleu:0.01298
*************** epoch:85 ***************
loss: 1.04573	cur:[1000]\[10618]
loss: 1.05539	cur:[2000]\[10618]
loss: 1.04298	cur:[3000]\[10618]
loss: 1.05833	cur:[4000]\[10618]
loss: 1.06346	cur:[5000]\[10618]
loss: 1.03949	cur:[6000]\[10618]
loss: 1.04661	cur:[7000]\[10618]
loss: 1.04513	cur:[8000]\[10618]
loss: 1.05644	cur:[9000]\[10618]
loss: 1.04288	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.45637	cur:[250]\[1320]
loss: 1.43492	cur:[500]\[1320]
loss: 1.43590	cur:[750]\[1320]
loss: 1.50483	cur:[1000]\[1320]
loss: 1.49686	cur:[1250]\[1320]
epoch:85	bleu:0.04271
*************** epoch:86 ***************
loss: 1.05560	cur:[1000]\[10618]
loss: 1.04341	cur:[2000]\[10618]
loss: 1.03547	cur:[3000]\[10618]
loss: 1.05188	cur:[4000]\[10618]
loss: 1.04077	cur:[5000]\[10618]
loss: 1.05229	cur:[6000]\[10618]
loss: 1.04383	cur:[7000]\[10618]
loss: 1.05407	cur:[8000]\[10618]
loss: 1.03386	cur:[9000]\[10618]
loss: 1.03805	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.46248	cur:[250]\[1320]
loss: 1.45206	cur:[500]\[1320]
loss: 1.44138	cur:[750]\[1320]
loss: 1.47332	cur:[1000]\[1320]
loss: 1.46145	cur:[1250]\[1320]
epoch:86	bleu:0.01511
*************** epoch:87 ***************
loss: 1.04732	cur:[1000]\[10618]
loss: 1.05253	cur:[2000]\[10618]
loss: 1.03988	cur:[3000]\[10618]
loss: 1.04346	cur:[4000]\[10618]
loss: 1.04002	cur:[5000]\[10618]
loss: 1.04094	cur:[6000]\[10618]
loss: 1.04772	cur:[7000]\[10618]
loss: 1.04940	cur:[8000]\[10618]
loss: 1.05553	cur:[9000]\[10618]
loss: 1.05944	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.43609	cur:[250]\[1320]
loss: 1.43852	cur:[500]\[1320]
loss: 1.43723	cur:[750]\[1320]
loss: 1.42736	cur:[1000]\[1320]
loss: 1.49915	cur:[1250]\[1320]
epoch:87	bleu:0.08182
*************** epoch:88 ***************
loss: 1.04685	cur:[1000]\[10618]
loss: 1.04416	cur:[2000]\[10618]
loss: 1.05302	cur:[3000]\[10618]
loss: 1.04106	cur:[4000]\[10618]
loss: 1.03659	cur:[5000]\[10618]
loss: 1.05625	cur:[6000]\[10618]
loss: 1.03782	cur:[7000]\[10618]
loss: 1.04080	cur:[8000]\[10618]
loss: 1.03259	cur:[9000]\[10618]
loss: 1.03627	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.49450	cur:[250]\[1320]
loss: 1.44860	cur:[500]\[1320]
loss: 1.40964	cur:[750]\[1320]
loss: 1.55333	cur:[1000]\[1320]
loss: 1.44351	cur:[1250]\[1320]
epoch:88	bleu:0.07056
*************** epoch:89 ***************
loss: 1.04995	cur:[1000]\[10618]
loss: 1.04201	cur:[2000]\[10618]
loss: 1.05356	cur:[3000]\[10618]
loss: 1.04107	cur:[4000]\[10618]
loss: 1.04108	cur:[5000]\[10618]
loss: 1.01167	cur:[6000]\[10618]
loss: 1.02715	cur:[7000]\[10618]
loss: 1.05106	cur:[8000]\[10618]
loss: 1.05770	cur:[9000]\[10618]
loss: 1.03645	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.44258	cur:[250]\[1320]
loss: 1.43641	cur:[500]\[1320]
loss: 1.43231	cur:[750]\[1320]
loss: 1.55658	cur:[1000]\[1320]
loss: 1.48053	cur:[1250]\[1320]
epoch:89	bleu:0.02585
*************** epoch:90 ***************
loss: 1.04950	cur:[1000]\[10618]
loss: 1.05525	cur:[2000]\[10618]
loss: 1.04685	cur:[3000]\[10618]
loss: 1.05300	cur:[4000]\[10618]
loss: 1.04012	cur:[5000]\[10618]
loss: 1.04331	cur:[6000]\[10618]
loss: 1.06648	cur:[7000]\[10618]
loss: 1.03987	cur:[8000]\[10618]
loss: 1.05144	cur:[9000]\[10618]
loss: 1.04541	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.43754	cur:[250]\[1320]
loss: 1.40551	cur:[500]\[1320]
loss: 1.40912	cur:[750]\[1320]
loss: 1.51893	cur:[1000]\[1320]
loss: 1.44988	cur:[1250]\[1320]
save model at ./check_point5/epoch90.pth
epoch:90	bleu:0.00779
*************** epoch:91 ***************
loss: 1.05616	cur:[1000]\[10618]
loss: 1.04891	cur:[2000]\[10618]
loss: 1.04167	cur:[3000]\[10618]
loss: 1.02854	cur:[4000]\[10618]
loss: 1.05610	cur:[5000]\[10618]
loss: 1.04056	cur:[6000]\[10618]
loss: 1.04699	cur:[7000]\[10618]
loss: 1.04882	cur:[8000]\[10618]
loss: 1.04854	cur:[9000]\[10618]
loss: 1.04205	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.43990	cur:[250]\[1320]
loss: 1.45458	cur:[500]\[1320]
loss: 1.50847	cur:[750]\[1320]
loss: 1.44062	cur:[1000]\[1320]
loss: 1.49982	cur:[1250]\[1320]
epoch:91	bleu:0.06908
*************** epoch:92 ***************
loss: 1.04945	cur:[1000]\[10618]
loss: 1.05190	cur:[2000]\[10618]
loss: 1.06032	cur:[3000]\[10618]
loss: 1.03362	cur:[4000]\[10618]
loss: 1.04614	cur:[5000]\[10618]
loss: 1.05584	cur:[6000]\[10618]
loss: 1.04120	cur:[7000]\[10618]
loss: 1.03677	cur:[8000]\[10618]
loss: 1.03717	cur:[9000]\[10618]
loss: 1.04685	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.44859	cur:[250]\[1320]
loss: 1.50465	cur:[500]\[1320]
loss: 1.45762	cur:[750]\[1320]
loss: 1.51843	cur:[1000]\[1320]
loss: 1.52877	cur:[1250]\[1320]
epoch:92	bleu:0.07482
*************** epoch:93 ***************
loss: 1.05109	cur:[1000]\[10618]
loss: 1.02760	cur:[2000]\[10618]
loss: 1.04596	cur:[3000]\[10618]
loss: 1.03266	cur:[4000]\[10618]
loss: 1.05296	cur:[5000]\[10618]
loss: 1.03412	cur:[6000]\[10618]
loss: 1.05001	cur:[7000]\[10618]
loss: 1.03361	cur:[8000]\[10618]
loss: 1.05061	cur:[9000]\[10618]
loss: 1.03054	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.45121	cur:[250]\[1320]
loss: 1.46744	cur:[500]\[1320]
loss: 1.44491	cur:[750]\[1320]
loss: 1.49899	cur:[1000]\[1320]
loss: 1.41710	cur:[1250]\[1320]
epoch:93	bleu:0.03788
*************** epoch:94 ***************
loss: 1.05492	cur:[1000]\[10618]
loss: 1.04322	cur:[2000]\[10618]
loss: 1.03612	cur:[3000]\[10618]
loss: 1.05313	cur:[4000]\[10618]
loss: 1.04367	cur:[5000]\[10618]
loss: 1.04930	cur:[6000]\[10618]
loss: 1.05189	cur:[7000]\[10618]
loss: 1.03307	cur:[8000]\[10618]
loss: 1.05128	cur:[9000]\[10618]
loss: 1.03798	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.44462	cur:[250]\[1320]
loss: 1.45474	cur:[500]\[1320]
loss: 1.44986	cur:[750]\[1320]
loss: 1.51010	cur:[1000]\[1320]
loss: 1.48504	cur:[1250]\[1320]
epoch:94	bleu:0.02973
*************** epoch:95 ***************
loss: 1.03816	cur:[1000]\[10618]
loss: 1.05418	cur:[2000]\[10618]
loss: 1.05316	cur:[3000]\[10618]
loss: 1.04292	cur:[4000]\[10618]
loss: 1.03834	cur:[5000]\[10618]
loss: 1.04987	cur:[6000]\[10618]
loss: 1.04134	cur:[7000]\[10618]
loss: 1.03767	cur:[8000]\[10618]
loss: 1.06875	cur:[9000]\[10618]
loss: 1.05601	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.44403	cur:[250]\[1320]
loss: 1.49167	cur:[500]\[1320]
loss: 1.47575	cur:[750]\[1320]
loss: 1.46266	cur:[1000]\[1320]
loss: 1.48838	cur:[1250]\[1320]
epoch:95	bleu:0.08353
*************** epoch:96 ***************
loss: 1.03621	cur:[1000]\[10618]
loss: 1.05007	cur:[2000]\[10618]
loss: 1.05378	cur:[3000]\[10618]
loss: 1.04264	cur:[4000]\[10618]
loss: 1.03978	cur:[5000]\[10618]
loss: 1.05310	cur:[6000]\[10618]
loss: 1.04606	cur:[7000]\[10618]
loss: 1.03902	cur:[8000]\[10618]
loss: 1.03005	cur:[9000]\[10618]
loss: 1.06066	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.47694	cur:[250]\[1320]
loss: 1.45842	cur:[500]\[1320]
loss: 1.49035	cur:[750]\[1320]
loss: 1.41311	cur:[1000]\[1320]
loss: 1.48730	cur:[1250]\[1320]
epoch:96	bleu:0.05491
*************** epoch:97 ***************
loss: 1.02808	cur:[1000]\[10618]
loss: 1.03798	cur:[2000]\[10618]
loss: 1.03902	cur:[3000]\[10618]
loss: 1.06063	cur:[4000]\[10618]
loss: 1.03348	cur:[5000]\[10618]
loss: 1.03997	cur:[6000]\[10618]
loss: 1.04137	cur:[7000]\[10618]
loss: 1.05075	cur:[8000]\[10618]
loss: 1.05279	cur:[9000]\[10618]
loss: 1.06068	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.45780	cur:[250]\[1320]
loss: 1.46594	cur:[500]\[1320]
loss: 1.45514	cur:[750]\[1320]
loss: 1.45997	cur:[1000]\[1320]
loss: 1.42598	cur:[1250]\[1320]
epoch:97	bleu:0.01775
*************** epoch:98 ***************
loss: 1.03828	cur:[1000]\[10618]
loss: 1.05819	cur:[2000]\[10618]
loss: 1.03958	cur:[3000]\[10618]
loss: 1.04231	cur:[4000]\[10618]
loss: 1.06959	cur:[5000]\[10618]
loss: 1.04898	cur:[6000]\[10618]
loss: 1.02122	cur:[7000]\[10618]
loss: 1.05521	cur:[8000]\[10618]
loss: 1.02429	cur:[9000]\[10618]
loss: 1.02934	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.44720	cur:[250]\[1320]
loss: 1.43577	cur:[500]\[1320]
loss: 1.46269	cur:[750]\[1320]
loss: 1.49465	cur:[1000]\[1320]
loss: 1.46878	cur:[1250]\[1320]
epoch:98	bleu:0.00000
*************** epoch:99 ***************
loss: 1.06597	cur:[1000]\[10618]
loss: 1.04619	cur:[2000]\[10618]
loss: 1.03532	cur:[3000]\[10618]
loss: 1.06297	cur:[4000]\[10618]
loss: 1.02690	cur:[5000]\[10618]
loss: 1.04871	cur:[6000]\[10618]
loss: 1.03961	cur:[7000]\[10618]
loss: 1.04748	cur:[8000]\[10618]
loss: 1.02818	cur:[9000]\[10618]
loss: 1.05232	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.47478	cur:[250]\[1320]
loss: 1.47027	cur:[500]\[1320]
loss: 1.45603	cur:[750]\[1320]
loss: 1.45567	cur:[1000]\[1320]
loss: 1.47581	cur:[1250]\[1320]
epoch:99	bleu:0.04429
*************** epoch:100 ***************
loss: 1.04583	cur:[1000]\[10618]
loss: 1.05475	cur:[2000]\[10618]
loss: 1.04731	cur:[3000]\[10618]
loss: 1.03731	cur:[4000]\[10618]
loss: 1.03392	cur:[5000]\[10618]
loss: 1.04350	cur:[6000]\[10618]
loss: 1.05432	cur:[7000]\[10618]
loss: 1.04732	cur:[8000]\[10618]
loss: 1.04893	cur:[9000]\[10618]
loss: 1.04351	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.45147	cur:[250]\[1320]
loss: 1.45934	cur:[500]\[1320]
loss: 1.44750	cur:[750]\[1320]
loss: 1.48976	cur:[1000]\[1320]
loss: 1.45991	cur:[1250]\[1320]
save model at ./check_point5/epoch100.pth
epoch:100	bleu:0.03518
